Word;PoS;Category;NOUN;VERB;Numbers;PRON;ADV;ADJ
втроем;ADV;;жильё;отдыхать;;;;химический
вуз;NOUN;;жир;отказаться;;;;холодный
вход;NOUN;;жираф;отказываться;;;;хороший
входить;VERB;;житель;откликаться;;;;художественный
вчера;ADV;;жительница;откликнуться;;;;худой
вчетвером;ADV;;жрец;отключать;;;;худший
въезд;NOUN;;жук;отключить;;;;цветной
вы;PRON;;повод;;;;;
выбирать;VERB;;журналист;открыть;;;;целый
выбор;NOUN;;журналистика;отличать;;;;ценный
выбрать;VERB;;журналистка;отличаться;;;;цифровой
вывод;NOUN;;заболевание;отличить;;;;чайный
выглядеть;VERB;;забота;отложить;;;;чёрный
выгнать;VERB;;зависимость;отменить;;;;честный
выгодно;ADV;;завод;отменять;;;;чистый
выдавать;VERB;;завтрак;отметить;;;;чужой
выдача;NOUN;;загар;отмечать;;;;широкий
выдвинуть;VERB;;загрязнение;отнести;;;;школьный
выделять;VERB;;задание;отнестись;;;;шоколадный
выезд;NOUN;;задача;отнимать;;;;шпионский
вызвать;VERB;;заём;относиться;;;;шумный
вызывать;VERB;;заказ;отнять;;;;экологический
вызывающий;ADJ;;заказчик;отправить;;;;экономический
выиграть;VERB;;закат;отправиться;;;;электрический
выигрывать;VERB;;заклинание;отправляться;;;;энергичный
выйти;VERB;;закон;отпускать;;;;эстрадный
выключатель;NOUN;;законодательство;отпустить;;;;ювелирный
выключать;VERB;;закуска;отреагировать;;;;южный
выключить;VERB;;зал;отрегулировать;;;;юный
вымерший;ADJ;;заложник;отсидеть;;;;юридический
